"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"5232121","https://a0.muscache.com/im/pictures/65404242/39e75a4a_original.jpg?aki_policy=large","3339701","2012-08-22","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/3339701/profile_pic/1409918698/original.jpg?aki_policy=profile_x_medium","4","{email, phone, reviews, jumio}","t","40.77775897402653","-73.91612174364607","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Long term stays allowed,Flat, smooth pathway to front door,Step-free access,Wide doorway,Wide clearance to bed,Step-free access,Wide doorway,Accessible-height toilet,Wide clearance to shower & toilet,Step-free access,Wide entryway,Host greets you}","1","1","61","2015-03-23","2017-09-11","92","9","9","10","10","9","9","strict","1.98","$55.00"
"20269743","https://a0.muscache.com/im/pictures/a409ba77-c174-4d9e-a4e0-a27e0d1e10fa.jpg?aki_policy=large","68724048","2016-04-24","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/c7827f1d-c9ad-4c53-9193-5368963e2ef8.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.77772545480458","-73.9071886443584","Apartment","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Pets allowed,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace}","1","1","3","2017-08-10","2017-08-15","67","6","8","6","6","6","7","flexible","1.64","$35.00"
"21077625","https://a0.muscache.com/im/pictures/e2b44ead-032f-4da4-b179-d6636dd5bccd.jpg?aki_policy=large","151917172","2017-09-24","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/51229cac-f444-4013-9737-24b0de4f3d11.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews}","f","40.77894501976368","-73.92123903119212","House","Private room","8","1.0","2","4","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance}","1","3","1","2017-09-30","2017-09-30","100","10","10","10","10","10","10","flexible","1","$97.00"
"9505762","https://a0.muscache.com/im/pictures/9386fc5b-b134-4988-b765-1fa7ae3f5ac1.jpg?aki_policy=large","35888212","2015-06-15","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/566ebcbf-dccc-45af-b8a0-e9ba1fff4b66.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, government_id}","t","40.775731009562776","-73.9128025808416","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Heating,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","77","2015-12-27","2017-08-09","99","10","10","10","10","10","10","strict","3.58","$50.00"
"3644017","https://a0.muscache.com/im/pictures/941976e4-9680-4b1a-b5ca-82601aaf1e60.jpg?aki_policy=large","5909599","2013-04-13","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/5909599/profile_pic/1410311338/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.77590933230476","-73.91450138530816","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron}","1","1","18","2014-07-26","2017-08-22","99","10","10","10","10","10","10","strict","0.46","$100.00"
"15716189","https://a0.muscache.com/im/pictures/1da7be3a-b647-4d2e-94d0-9e42c7301dea.jpg?aki_policy=large","18192996","2014-07-16","N/A","N/A","N/A","t","https://a0.muscache.com/im/pictures/5087469d-30da-43da-a56a-d5dbc2962880.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, kba}","t","40.77849854060922","-73.91692550879914","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron}","1","1","5","2016-10-30","2017-03-12","100","10","10","10","10","10","10","flexible","0.44","$55.00"
"17624190","https://a0.muscache.com/im/pictures/c09b330f-39ec-4dcb-8775-77e1f3b3e84f.jpg?aki_policy=large","100656374","2016-10-21","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/c1167e63-2e15-4d0a-9169-68b29e57f7df.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.78303907872373","-73.91782972900124","House","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance}","1","3","17","2017-04-03","2017-09-26","100","10","10","10","10","10","10","strict","2.77","$115.00"
"9859181","https://a0.muscache.com/im/pictures/e57fa373-ee65-4573-a121-5dcbe4ebed41.jpg?aki_policy=large","10237786","2013-11-24","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/2ea7a809-379f-4cc9-85cf-0d784c2be23a.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.7827439039675","-73.91317926476302","House","Entire home/apt","8","2.0","3","6","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance,Bathtub,Pack ’n Play/travel crib,Room-darkening shades}","4","3","51","2016-03-08","2017-09-30","95","10","9","10","10","9","9","strict","2.67","$220.00"
"9825967","https://a0.muscache.com/im/pictures/053f3720-3028-47af-847c-f403aaec2359.jpg?aki_policy=large","50603026","2015-12-05","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/da633c34-f306-43c5-8c54-7a3320bb7748.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.7760494632883","-73.90773737561045","Condominium","Entire home/apt","5","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","3","1","100","2015-12-11","2017-09-13","84","9","8","9","9","10","9","strict","4.52","$85.00"
"14788009","https://a0.muscache.com/im/pictures/4c6cd9c7-6d02-4d2d-9bd6-ba92d2274fd9.jpg?aki_policy=large","69029231","2016-04-26","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/485e9e3b-b914-41dd-a6c5-7589482a4685.jpg?aki_policy=profile_x_medium","3","{email, phone, facebook, google, reviews, kba, work_email}","t","40.780306321861275","-73.91003014419681","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","31","2016-09-15","2017-09-30","99","10","10","10","10","10","10","moderate","2.42","$95.00"
"14021937","https://a0.muscache.com/im/pictures/0506a8d9-f4dc-4da8-a965-1c6d2d02bf1e.jpg?aki_policy=large","57394835","2016-02-04","within a day","70%","N/A","f","https://a0.muscache.com/im/pictures/b2322e1f-b34d-4fca-82f5-8009ea6f1244.jpg?aki_policy=profile_x_medium","1","{email, phone, google, reviews, jumio, government_id}","t","40.77902816645587","-73.91070905864079","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Essentials,Iron,translation missing: en.hosting_amenity_50}","1","3","29","2016-07-27","2017-09-15","99","10","10","10","10","10","10","moderate","2.00","$100.00"
"13927922","https://a0.muscache.com/im/pictures/516a7fa4-dccc-4e11-bf2a-886d2d526ea9.jpg?aki_policy=large","82740389","2016-07-09","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/b5f7ed45-a7aa-4ee0-9913-6dacfe83db37.jpg?aki_policy=profile_x_medium","1","{phone, reviews}","f","40.78027810343614","-73.91476550213773","Loft","Entire home/apt","3","1.0","1","1","Airbed","{Wireless Internet,Air conditioning,Kitchen,Family/kid friendly,Smoke detector,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace}","2","3","5","2016-07-22","2016-09-18","84","10","8","10","8","9","8","strict","0.34","$90.00"
"12147125","https://a0.muscache.com/im/pictures/a7179fae-d541-443a-843a-3e5a16b18338.jpg?aki_policy=large","24822059","2014-12-14","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/b1002602-15a6-4947-a75b-240725cd9c29.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, kba}","t","40.778141010822964","-73.9066070826551","Apartment","Entire home/apt","6","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","3","2016-04-27","2016-09-06","100","10","10","10","10","10","10","flexible","0.17","$130.00"
"10685496","https://a0.muscache.com/im/pictures/6ac75673-2915-47f8-adbf-1f642c9af9d6.jpg?aki_policy=large","18192996","2014-07-16","N/A","N/A","N/A","t","https://a0.muscache.com/im/pictures/5087469d-30da-43da-a56a-d5dbc2962880.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, kba}","t","40.77939944771867","-73.91645848211355","Apartment","Shared room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace}","1","1","14","2016-02-11","2016-12-12","95","9","9","9","9","9","10","moderate","0.70","$22.00"
"8391132","https://a0.muscache.com/im/pictures/6396d50f-609c-45dc-aaf0-dd3d27262208.jpg?aki_policy=large","44213272","2015-09-14","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/06463b90-1ac7-4f3d-bd0a-01cefc6ee696.jpg?aki_policy=profile_x_medium","5","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77229137052499","-73.9162788585058","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","62","2015-09-21","2017-09-20","91","10","10","10","10","9","9","strict","2.50","$55.00"
"8393016","https://a0.muscache.com/im/pictures/bbe219a5-3b5a-4034-ad52-09a67b2a9269.jpg?aki_policy=large","44213272","2015-09-14","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/06463b90-1ac7-4f3d-bd0a-01cefc6ee696.jpg?aki_policy=profile_x_medium","5","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.774494368394336","-73.91505302898645","House","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","60","2015-09-21","2017-09-18","94","10","10","10","10","10","9","strict","2.42","$45.00"
"7859360","https://a0.muscache.com/im/pictures/8c49f128-13ea-47a3-b17e-cf593424439b.jpg?aki_policy=large","27289814","2015-02-05","within a day","84%","N/A","t","https://a0.muscache.com/im/users/27289814/profile_pic/1439518789/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, government_id}","t","40.77483018003633","-73.91699766757787","Apartment","Private room","2","1.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Breakfast,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace}","1","1","48","2015-08-17","2017-09-28","95","9","9","10","10","10","9","moderate","1.85","$65.00"
"16827715","https://a0.muscache.com/im/pictures/5f8bcb14-7bf3-445a-a9e6-b188d54f405a.jpg?aki_policy=large","82339249","2016-07-07","within a day","75%","N/A","f","https://a0.muscache.com/im/pictures/ca0b1f54-6cfa-49f4-a03f-c33f9facb044.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews}","f","40.77234807931433","-73.91789432332844","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Flat, smooth pathway to front door,Well-lit path to entrance}","1","5","3","2017-05-02","2017-09-04","100","10","10","10","10","10","10","moderate","0.58","$85.00"
"3929317","https://a0.muscache.com/im/pictures/49727135/d58d4863_original.jpg?aki_policy=large","20356268","2014-08-21","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/1870e324-d6e6-4024-a50a-1eb208d5cf0d.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.773172746559844","-73.91689652440975","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Wide hallway clearance,Flat, smooth pathway to front door,Well-lit path to entrance,Wide clearance to bed,Accessible-height bed,Step-free access}","1","2","70","2014-09-07","2017-09-17","95","10","9","10","10","10","10","strict","1.87","$54.00"
"13330683","https://a0.muscache.com/im/pictures/cd99c58d-7b30-4ef5-9fee-197b21897632.jpg?aki_policy=large","75443454","2016-06-02","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/7273bcb3-f2ee-4625-ba75-52e0fe74d97c.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews}","f","40.77293494892266","-73.91846435322216","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Stair gates,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Wide hallway clearance,Wide doorway,Flat, smooth pathway to front door,Well-lit path to entrance,Step-free access,Wide doorway,Wide clearance to bed,Accessible-height bed,Step-free access,Wide doorway,Fixed grab bars for shower & toilet,Accessible-height toilet,Wide clearance to shower & toilet,Step-free access,Wide entryway}","1","3","24","2016-06-26","2017-09-25","93","10","10","10","10","10","10","strict","1.55","$100.00"
"8444555","https://a0.muscache.com/im/pictures/748d1542-b66b-499f-8b69-3306de2b752c.jpg?aki_policy=large","44213272","2015-09-14","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/06463b90-1ac7-4f3d-bd0a-01cefc6ee696.jpg?aki_policy=profile_x_medium","5","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77371720505187","-73.91450244957474","House","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","66","2015-09-24","2017-09-05","92","10","10","10","9","9","9","strict","2.67","$40.00"
