"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"8941768","3022709","2012-07-22","within a few hours","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews']","f","47.63279987984936","-122.34655790024465","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Elevator in Building,Heating,Washer,Dryer,Essentials,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","1","flexible","$130.00"
"6569950","34363282","2015-05-27","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews']","f","47.630826689711036","-122.35622983326977","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Gym,Elevator in Building,Heating,Washer,Dryer,Smoke Detector}","1","2","flexible","$175.00"
"7733192","24633415","2014-12-08","within an hour","100%","100%","t","4","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","47.632756398999646","-122.34698651876323","House","Entire home/apt","8","3.5","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","4","1","moderate","$749.00"
"9215782","23551180","2014-11-10","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.62846483912497","-122.34654808940331","Condominium","Entire home/apt","4","2.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","strict","$115.00"
"5175631","17039361","2014-06-20","within a few hours","100%","100%","t","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.64236917257364","-122.34408644762196","Apartment","Entire home/apt","4","1.5","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","strict","$165.00"
"6315614","27215994","2015-02-04","within a few hours","100%","N/A","f","1","['email', 'phone', 'reviews', 'jumio']","t","47.6293876955458","-122.34592466867242","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Pets Allowed,Smoke Detector,Carbon Monoxide Detector}","1","1","flexible","$109.00"
"9134193","47573170","2015-10-27","within an hour","100%","100%","f","1","['email', 'phone', 'reviews']","f","47.63685503386989","-122.3568734622366","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","1","moderate","$80.00"
"2481189","12693172","2014-03-01","within a few hours","90%","100%","t","2","['email', 'phone', 'linkedin', 'reviews', 'jumio']","t","47.636302850564185","-122.34782710866662","House","Entire home/apt","6","2.0","3","4","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Shampoo}","1","2","strict","$285.00"
"8535897","23822173","2014-11-16","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.63321404453066","-122.35493979697122","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","2","1","strict","$80.00"
"9476826","2495385","2012-05-29","within a day","60%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.6294311046409","-122.34529372563878","Condominium","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Washer,Dryer,Essentials}","1","1","flexible","$75.00"
"3144311","1917040","2012-03-13","within an hour","100%","N/A","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.63770584557101","-122.34398776349178","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Pets Allowed,Elevator in Building,Hot Tub,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","2","20","moderate","$68.00"
"9370007","23792018","2014-11-15","within an hour","100%","100%","f","5","['email', 'phone', 'reviews']","f","47.62917175155999","-122.34747869430643","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","2","strict","$85.00"
"6781308","33944952","2015-05-21","within an hour","94%","100%","t","2","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","47.64219185671586","-122.34643033714575","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","2","strict","$125.00"
"160222","767899","2011-07-01","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.64034606220687","-122.34208824893022","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Essentials,Shampoo}","2","2","moderate","$110.00"
"4250367","919364","2011-08-04","within a few hours","90%","100%","f","9","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.62905146544943","-122.35098931248784","House","Entire home/apt","7","4.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Breakfast,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","3","flexible","$600.00"
"8755479","6097842","2013-04-26","within a few hours","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.629834373737204","-122.34687216497706","Apartment","Entire home/apt","4","2.0","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","2","1","moderate","$235.00"
"8829156","46243391","2015-10-10","within an hour","100%","100%","f","2","['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']","t","47.64051552579719","-122.34450402727064","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Gym,Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","3","1","flexible","$75.00"
"5126077","6097842","2013-04-26","within a few hours","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.63000397302036","-122.34512025210604","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Laptop Friendly Workspace}","1","1","moderate","$95.00"
"6108796","31366898","2015-04-16","within an hour","100%","100%","f","6","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.64103957706407","-122.34440379321084","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Gym,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","4","2","strict","$103.00"
"2692126","106972","2010-04-11","within an hour","100%","100%","f","1","['email', 'phone', 'linkedin', 'reviews']","f","47.63111241577231","-122.34396424619325","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","2","3","strict","$120.00"
"6882211","5468952","2013-03-15","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.640468037954136","-122.35576374487084","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,24-Hour Check-in,Hangers}","1","1","flexible","$95.00"
"9573675","49560117","2015-11-21","within a few hours","100%","N/A","f","1","['email', 'phone']","f","47.63953891558456","-122.34484750829438","Apartment","Entire home/apt","5","2.5","2","2","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Hot Tub,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Iron,Laptop Friendly Workspace}","0","1","flexible","$143.00"
"3544953","15791829","2014-05-21","within an hour","100%","100%","t","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']","t","47.640711112744434","-122.34631792958153","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Essentials,Shampoo}","2","2","flexible","$99.00"
"2020505","10385963","2013-12-02","within a few hours","100%","100%","t","1","['email', 'phone', 'reviews', 'kba']","t","47.64145197176003","-122.3528848146092","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Free Parking on Premises,Breakfast,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","3","moderate","$142.00"
"5580457","17572659","2014-07-02","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.64387482741456","-122.34614433037541","Apartment","Entire home/apt","2","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Pets live on this property,Dog(s),Elevator in Building,Indoor Fireplace,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hair Dryer,Iron,Laptop Friendly Workspace}","2","2","moderate","$150.00"
"1495271","1300775","2011-10-17","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.63911467903458","-122.3542986237147","House","Entire home/apt","6","2.0","3","3","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Washer,Dryer}","1","1","moderate","$295.00"
"8455865","44510434","2015-09-18","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.640323324852424","-122.34938628124065","House","Entire home/apt","6","3.5","4","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","2","strict","$335.00"
"9679300","49371015","2015-11-18","within a few hours","83%","100%","f","1","['email', 'phone', 'facebook']","f","47.62963743240054","-122.35616910345657","Apartment","Private room","2","1.0","1","1","Real Bed","{}","1","1","flexible","$60.00"
"6065566","31483782","2015-04-18","N/A","N/A","100%","f","1","['email', 'phone', 'google', 'reviews', 'jumio']","t","47.637037588516726","-122.35311103362456","House","Entire home/apt","6","1.5","3","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","4","4","strict","$250.00"
"4645208","24049136","2014-11-22","within an hour","100%","N/A","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.63394911960187","-122.34969113411306","House","Entire home/apt","8","3.0","4","5","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Free Parking on Premises,Pets Allowed,Pets live on this property,Dog(s),Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","8","2","strict","$499.00"
"6115807","13566271","2014-03-26","within an hour","100%","100%","f","3","['email', 'phone', 'manual_online', 'reviews', 'jumio']","t","47.637867516806345","-122.35306449740874","House","Entire home/apt","8","2.0","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","7","2","strict","$350.00"
"7091397","7376011","2013-07-09","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio', 'kba']","t","47.6373655271738","-122.35234397791733","Bungalow","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Gym,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Essentials}","2","3","moderate","$156.00"
"6134153","13566271","2014-03-26","within an hour","100%","100%","f","3","['email', 'phone', 'manual_online', 'reviews', 'jumio']","t","47.63784753756462","-122.35358689021069","Apartment","Entire home/apt","4","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","4","2","strict","$200.00"
"7763878","19002091","2014-07-27","within an hour","100%","N/A","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.63180065694061","-122.35599765681253","Apartment","Entire home/apt","4","2.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Elevator in Building,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Shampoo}","3","2","moderate","$180.00"
"8088447","5992456","2013-04-18","within a day","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","47.63831371623401","-122.34293120979892","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$103.00"
"3418349","17234030","2014-06-25","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.628336410982975","-122.34633351817843","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","1","1","moderate","$99.00"
"9199982","46019955","2015-10-07","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.64007889186826","-122.3452415261875","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Kitchen,Gym,Elevator in Building,Hot Tub,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,24-Hour Check-in,Hangers}","1","2","flexible","$94.00"
"6400000","13566271","2014-03-26","within an hour","100%","100%","f","3","['email', 'phone', 'manual_online', 'reviews', 'jumio']","t","47.638925421559","-122.35628823238491","Apartment","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","0","1","moderate","$160.00"
